psoda,pfries,pentree,wagest,nmgrs,nregs,hrsopen,emp,psoda2,pfries2,pentree2,wagest2,nmgrs2,nregs2,hrsopen2,emp2,compown,chain,density,crmrte,state,prpblck,prppov,prpncar,hseval,nstores,income,county,lpsoda,lpfries,lhseval,lincome,ldensity,NJ,BK,KFC,RR
1.17,1.0599999,1.17,4.5,6,3,13.5,12.5,1.3200001,1.05,1.22,5.0500002,5,3,13.5,12.75,0,1,1889,.056735799,1,.0099892998,.022906199,.0320464,241800,7,65000,24,.15700372,.058268853,12.395866,11.082143,7.5438027,1,1,0,0
1.0599999,.94999999,.94999999,4.25,3,3,17,24,1.05,.94999999,.94999999,5.0500002,4,3,17,31,0,1,1889,.056735799,1,.0099892998,.022906199,.0320464,241800,7,65000,24,.058268853,-.051293306,12.395866,11.082143,7.5438027,1,1,0,0
1.0599999,.98000002,2.1300001,5,2,2,13.5,22.5,1.11,.88999999,.99000001,5.0500002,4,2,14,,0,4,1889,.056735799,1,.0099892998,.022906199,.0320464,241800,7,65000,24,.058268853,-.020202687,12.395866,11.082143,7.5438027,1,0,0,0
1.0599999,.85000002,1.11,4.8000002,4,,15.5,10,,,,5.0500002,3,,,,0,1,16693,.074667603,1,.3694827,.28513449,.43033999,107000,1,21978,24,.058268853,-.1625189,11.580585,9.997797,9.7227449,1,1,0,0
1.17,.94999999,.94999999,4.25,3,4,18,13.5,1.26,1.01,1,5.0500002,3,4,18,13.5,0,1,16693,.074667603,1,.54225761,.1285608,.2276589,142200,2,31639,24,.15700372,-.051293306,11.86499,10.362145,9.7227449,1,1,0,0
1.0599999,1.0599999,2.45,4.25,3,3,12,3.5,1.05,1.05,2.4300001,5.0500002,3,3,11,14,0,2,16693,.074667603,1,.48590121,.2214113,.30240551,111100,1,26039,24,.058268853,.058268853,11.618186,10.167351,9.7227449,1,0,1,0
1.12,1.02,1.0599999,4.75,3,4,16,16,1.11,1.05,1.05,5.0500002,2,4,15,19.5,1,3,9262,.060946301,1,.2498173,.069849201,.1487301,186900,6,46255,2,.11332869,.019802609,12.138329,10.741925,9.1336756,1,0,0,1
1.17,1.17,1.38,5.75,2,1,10.5,10,1.05,1.16,2.3199999,5.5,3,1,10.5,11.5,1,4,9262,.060946301,1,.2498173,.069849201,.1487301,186900,6,46255,2,.15700372,.15700372,12.138329,10.741925,9.1336756,1,0,0,0
1.12,1.02,1.02,4.25,4,6,16,11,1.12,1.05,1.05,5.0500002,4,6,16,18.5,0,3,9262,.060946301,1,.2498173,.069849201,.1487301,186900,6,46255,2,.11332869,.019802609,12.138329,10.741925,9.1336756,1,0,0,1
1.1,.94999999,1.1,,5,4,19,22.5,1.0599999,1.05,1.04,5.0500002,5,4,18.5,40,1,1,9262,.060946301,1,.2498173,.069849201,.1487301,186900,6,46255,2,.095310204,-.051293306,12.138329,10.741925,9.1336756,1,1,0,0
1.17,1.27,2.77,4.6199999,3,3,11,9,1.16,1.26,2.75,5.25,3,3,11,20,1,2,7364,.038474899,1,.0066904002,.0250457,.075463101,204700,3,52919,2,.15700372,.23901689,12.2293,10.876517,8.9043589,1,0,1,0
1.12,1.02,1.0599999,4.25,3,4,17,18,1.17,1.0599999,2.1099999,5.0500002,3,4,17,13.5,1,3,9262,.060946301,1,.0066904002,.0250457,.075463101,204700,3,52919,2,.11332869,.019802609,12.2293,10.876517,9.1336756,1,0,0,1
1.0599999,.94999999,.94999999,4.25,3,4,17,9.5,1.05,.94999999,.94999999,5.0500002,4,4,17,19,0,1,3900,.054605901,1,.019644501,.060478199,.1005291,195200,2,44018,2,.058268853,-.051293306,12.18178,10.692354,8.2687321,1,1,0,0
1.02,,2.1400001,5,4,2,11.5,29.5,.83999997,.94,1.99,5.5,4,2,12.5,28,1,4,3900,.054605901,1,.019644501,.060478199,.1005291,195200,2,44018,2,.019802609,,12.18178,10.692354,8.2687321,1,0,0,0
1.2,1.0599999,1.0599999,4.5,3,5,17,23.5,1.17,1.01,1.05,5.0500002,3,5,16,20,1,3,8153,.0246954,1,.039404299,.0331476,.096737802,183500,1,51288,2,.18232159,.058268853,12.11997,10.845212,9.0061417,1,0,0,1
1.0599999,1.0599999,.94999999,4.6199999,4,3,16,26,1.0599999,1.0599999,1.0599999,5.0500002,3,3,16,31,0,1,2553,.0279219,1,.0124784,.0180528,.0187336,270800,1,67716,2,.058268853,.058268853,12.509136,11.123077,7.8450246,1,1,0,0
1.12,1.02,1.0599999,4.3200002,3,6,17,14.5,1.12,1.01,1.05,5.0500002,3,6,16,9,1,3,6659,.032736,1,.0308927,.043919601,.0670911,185100,3,51561,2,.11332869,.019802609,12.128652,10.850521,8.8037243,1,0,0,1
1.0599999,.94999999,.94999999,4.75,3,3,17,17.5,1.05,.94999999,.94999999,5.0500002,3,3,17,36,0,1,9762,.031581301,1,.028208099,.0612684,.1099576,176500,1,40760,2,.058268853,-.051293306,12.081077,10.615457,9.1862526,1,1,0,0
1.0599999,.94999999,.94999999,4.6500001,3,3,16,,1.05,1.05,.88999999,5.0500002,3,3,16,15,0,1,7268,.025203301,1,.0125818,.022337001,.073891602,207300,1,53168,2,.058268853,-.051293306,12.241922,10.881212,8.8912363,1,1,0,0
1.0599999,1.0599999,2.6600001,4.25,2,4,10,17.5,1.05,1.05,2.6400001,5.0500002,2,4,10,15.5,0,2,1675,.020996301,1,.0024702,.021757299,.024707399,276300,1,66939,2,.058268853,.058268853,12.529243,11.111537,7.4235682,1,0,1,0
.94999999,.94999999,.95999998,4.5,4,3,14,9,1.26,1.01,1,5.0500002,3,3,14,8.5,0,1,2371,.1460885,1,.0044542998,.0303532,.030861801,245400,5,62509,2,-.051293306,-.051293306,12.410645,11.043066,7.7710671,1,1,0,0
1.12,1.0599999,1.0599999,4.75,4,5,17,20.5,1.11,1.0599999,1.05,5.0500002,3,5,17,32.5,1,3,2371,.1460885,1,.0044542998,.0303532,.030861801,245400,5,62509,2,.11332869,.058268853,12.410645,11.043066,7.7710671,1,0,0,1
1.0599999,.94999999,.94999999,4.25,3,3,14,15,1.05,.94999999,.94,5.0500002,3,3,14,17,0,1,2371,.1460885,1,.0044542998,.0303532,.030861801,245400,5,62509,2,.058268853,-.051293306,12.410645,11.043066,7.7710671,1,1,0,0
1.0599999,.94999999,.94999999,4.5,3,3,16,17.5,1.05,.94,.94,5.0500002,3,3,16,22,0,1,3140,.0103678,1,.0105846,.025353801,.043109301,253200,1,68286,2,.058268853,-.051293306,12.441935,11.13146,8.0519781,1,1,0,0
1.17,1.27,2.77,4.25,3,3,11,10.5,1.16,1.16,2.75,5.0500002,3,3,11,9.5,0,2,4943,.038733501,1,.0083144,.036439698,.056823101,190800,2,51257,2,.15700372,.23901689,12.158981,10.844607,8.5057278,1,0,1,0
1.0700001,1.02,1.02,4.25,3,3,17,35,1.05,.94999999,.94999999,5.0500002,3,3,17,21.5,0,1,4943,.038733501,1,.0083144,.036439698,.056823101,190800,2,51257,2,.0676587,.019802609,12.158981,10.844607,8.5057278,1,1,0,0
.94999999,.85000002,.99000001,4.5,3,2,11,7.5,1.01,.89999998,1.26,5.0500002,3,2,13,8.5,0,4,2237,.0439381,1,.31731361,.13014521,.19852421,179600,4,40656,7,-.051293306,-.1625189,12.098488,10.612902,7.7128911,1,0,0,0
1.1799999,.88,.98000002,4.75,4,3,16,21,1.05,.89999998,.98000002,5.0500002,3,3,16,30,0,1,11199,.0872076,1,.31731361,.13014521,.19852421,179600,4,40656,19,.16551439,-.12783338,12.098488,10.612902,9.3235798,1,1,0,0
1.1,1.02,1.08,5,3,4,16,20,1.29,1.11,1.1799999,5.0500002,4,4,16,30,1,1,653,.0239083,1,.033142801,.039758898,.075414598,170000,2,47994,19,.095310204,.019802609,12.043553,10.778831,6.4815769,1,1,0,0
1.0599999,.94999999,.94999999,4.25,4,3,15,15,1.11,.94999999,1.14,5.25,4,3,16,16,0,1,2379,.062826097,1,.1591312,.037693702,.0432113,165500,6,45771,19,.058268853,-.051293306,12.016726,10.731406,7.7744355,1,1,0,0
1.12,1.02,1.0599999,4.75,5,6,12.5,12,1.11,1.01,1.05,5.0500002,3,6,13,18.5,0,1,2379,.062826097,1,.1591312,.037693702,.0432113,165500,6,45771,19,.11332869,.019802609,12.016726,10.731406,7.7744355,1,1,0,0
.91000003,.85000002,1.0599999,4.8699999,4,2,12,25,1.05,.83999997,1.26,5.25,3,2,12.5,19.5,0,4,816,.0348677,1,.1591312,.037693702,.0432113,165500,6,45771,19,-.094310649,-.1625189,12.016726,10.731406,6.7044144,1,0,0,0
1.0599999,.94999999,1.0599999,,4,2,12,40,1.02,.94,1.05,5.0500002,4,2,12,12.5,0,4,2379,.062826097,1,.1591312,.037693702,.0432113,165500,6,45771,19,.058268853,-.051293306,12.016726,10.731406,7.7744355,1,0,0,0
1.0599999,1.01,2.6600001,4.6199999,4,4,11,14,1.05,1,2.75,5.0500002,2,4,10.5,20,0,2,2379,.062826097,1,.1591312,.037693702,.0432113,165500,6,45771,19,.058268853,.0099503212,12.016726,10.731406,7.7744355,1,0,1,0
1.02,1.0700001,1.0599999,5,4,5,16,26,1.05,1.01,1.74,5.0500002,4,5,15,22,1,3,886,.0198009,1,.031718802,.0254828,.055392299,217800,1,62194,19,.019802609,.0676587,12.291332,11.038013,6.7867169,1,0,0,1
1.0599999,,1.05,4.6199999,4,,16,25.5,1.04,1.0599999,,5.0500002,4,,16,33.75,0,1,668,.033832502,1,.080157802,.035537198,.072896197,176500,3,57697,19,.058268853,,12.081077,10.96296,6.5042882,1,1,0,0
.94999999,.85000002,1.0599999,5,4,2,11.5,17.5,1,.89999998,2.1099999,5.0500002,3,2,12.5,15,1,4,668,.033832502,1,.080157802,.035537198,.072896197,176500,3,57697,19,-.051293306,-.1625189,12.081077,10.96296,6.5042882,1,0,0,0
1.12,1.02,.94999999,4.75,4,5,16,20,1.17,1.0599999,.94999999,5.0500002,4,5,16,21,0,3,3924,.0195668,1,.0091859996,.0249824,.079898298,168300,3,58039,19,.11332869,.019802609,12.033504,10.96887,8.2748671,1,0,0,1
1.0599999,.94999999,.98000002,4.8499999,10,4,17.5,26,1.05,.94,1.04,5.0500002,5,4,18,26,0,1,3924,.0195668,1,.0091859996,.0249824,.079898298,168300,3,58039,19,.058268853,-.051293306,12.033504,10.96887,8.2748671,1,1,0,0
.91000003,.79000002,2.3399999,,3,3,11,6.5,.94999999,.89999998,2.49,5.0500002,2,3,11,8.5,0,2,3924,.0195668,1,.0091859996,.0249824,.079898298,168300,3,58039,19,-.094310649,-.2357223,12.033504,10.96887,8.2748671,1,0,1,0
1.0599999,1.01,2.6600001,4.25,2,4,10,7.5,1.05,.94,2.5899999,5.0500002,5,4,10.5,7.5,0,2,628,.0253674,1,.026525,.034255199,.0402885,163600,4,53795,19,.058268853,.0099503212,12.005179,10.892936,6.4425402,1,0,1,0
.91000003,.85000002,.94999999,5,3,2,11.5,17.5,1.05,.83999997,1.26,5.0500002,2,2,12.5,,0,4,628,.0253674,1,.026525,.034255199,.0402885,163600,4,53795,19,-.094310649,-.1625189,12.005179,10.892936,6.4425402,1,0,0,0
,,.95999998,4.25,3,4,16,17.5,1.11,1.05,1.05,5.0500002,5,4,16,17.5,1,1,628,.0253674,1,.026525,.034255199,.0402885,163600,4,53795,19,,,12.005179,10.892936,6.4425402,1,1,0,0
1.0599999,.85000002,1.0599999,4.25,3,2,11.5,15,.94,.83999997,2.1099999,5.0500002,3,2,12.5,20.5,0,4,5419,.044028498,1,.049741302,.050238799,.113924,128600,3,42361,19,.058268853,-.1625189,11.764462,10.653983,8.5976667,1,0,0,0
.91000003,.85000002,2.3399999,4.25,3,3,10,19,1.01,.94,2.6400001,5.0500002,3,3,10.5,6,1,2,3126,.035332799,1,.049741302,.050238799,.113924,128600,3,42361,19,-.094310649,-.1625189,11.764462,10.653983,8.0475092,1,0,1,0
1.0599999,1.01,2.6600001,4.5,3,4,11,10.5,1.05,1,2.73,5.0500002,3,4,10,7.5,0,2,792,.097446397,1,.1962366,.14560629,.1610329,147600,2,35277,23,.058268853,.0099503212,11.902261,10.470986,6.6745615,1,0,1,0
.91000003,.91000003,2.3399999,4.25,3,3,10.5,8,.94,.83999997,2.49,5.0500002,4,3,11,7,0,2,3126,.035332799,1,.042877801,.029228101,.057933699,176400,3,60606,19,-.094310649,-.094310649,12.080509,11.012149,8.0475092,1,0,1,0
1.12,1.0700001,1.12,4.75,3,5,15,11.5,1.11,1.0599999,1.05,5.0500002,3,5,15,9.5,0,3,3126,.035332799,1,.042877801,.029228101,.057933699,176400,3,60606,19,.11332869,.0676587,12.080509,11.012149,8.0475092,1,0,0,1
1.1,.94,1.04,5,4,3,16,28.5,1.11,1.05,1.05,5.0500002,4,3,16,23,1,1,1662,.019477,1,.0147634,.016251201,.0586081,226400,2,71621,19,.095310204,-.061875407,12.330059,11.179144,7.4157772,1,1,0,0
1.0599999,1.01,2.6600001,4.5,4,4,11,9.5,1.05,1.05,2.8499999,5.0500002,4,4,12,8.75,0,2,5552,.077446498,1,.30152619,.064241499,.084454,136700,2,46272,19,.058268853,.0099503212,11.825544,10.742292,8.6219139,1,0,1,0
1.09,.94999999,1.04,4.25,3,3,16,18,1.1799999,1.04,1.03,5.0500002,5,3,16,16.25,1,1,2237,.0439381,1,.0048831999,.0148394,.043564402,178400,3,55917,7,.086177729,-.051293306,12.091784,10.931623,7.7128911,1,1,0,0
1.12,1.09,1.0599999,5.6199999,3,4,15,14,1.11,1.0599999,1.05,5.0500002,3,4,15,13.75,0,3,2237,.0439381,1,.0048831999,.0148394,.043564402,178400,3,55917,7,.11332869,.086177729,12.091784,10.931623,7.7128911,1,0,0,1
1.0599999,.94999999,.94999999,4.5,4,2,16,10,1.05,.94,.94,5.0500002,3,2,16,13,0,1,462,.051502101,1,.057045698,.061511699,.077221401,161000,1,46700,21,.058268853,-.051293306,11.98916,10.751499,6.1355648,1,1,0,0
1.0599999,.94999999,.94999999,5.25,4,3,17,19.5,1.05,.94,.94,5.0500002,4,3,17,22.5,0,1,1088,.021141,1,.0017650001,.0200583,.043530598,185500,1,63257,21,.058268853,-.051293306,12.13081,11.054961,6.9920964,1,1,0,0
.85000002,.80000001,2.3399999,4.3499999,3,4,10,6,.91000003,.89999998,2.45,5.0500002,4,4,10.5,12.5,0,2,2256,.0311576,1,.0115167,.033978,.0566964,164400,3,50708,29,-.1625189,-.22314353,12.010057,10.833839,7.7213488,1,0,1,0
.99000001,.88999999,.88999999,5,4,3,17,28,1.05,.94999999,.94999999,5.0500002,5,3,17,15.5,0,1,2256,.0311576,1,.0115167,.033978,.0566964,164400,3,50708,29,-.010050327,-.11653383,12.010057,10.833839,7.7213488,1,1,0,0
1.09,.81,1.04,5,3,,15,7,,,,,0,,,0,0,1,432,.0167742,1,.0118611,.037560001,.0219448,150900,2,50628,21,.086177729,-.21072103,11.924373,10.83226,6.0684257,1,1,0,0
.92000002,.69999999,2.3399999,4.5,3,3,10,5.5,.94999999,.94,2.49,5.0500002,4,3,11.5,5,0,2,432,.0167742,1,.0118611,.037560001,.0219448,150900,2,50628,21,-.083381593,-.35667497,11.924373,10.83226,6.0684257,1,0,1,0
.98000002,.85000002,2.3399999,4.5,2,4,10.5,12,.94999999,.83999997,2.49,5.25,4,4,11.5,12.5,0,2,952,.023496,1,.0111902,.044012301,.037634399,176600,3,46472,21,-.020202687,-.1625189,12.081642,10.746605,6.8585649,1,0,1,0
.94999999,.85000002,1.0599999,4.75,5,2,11.5,24,1.11,.83999997,1.26,5.0500002,4,2,12.5,17.5,0,4,952,.023496,1,.0111902,.044012301,.037634399,176600,3,46472,21,-.051293306,-.1625189,12.081642,10.746605,6.8585649,1,0,0,0
1.16,1.02,1.09,4.5,3,5,16,18,1.15,1.01,1.01,5.0500002,3,5,16,22,0,1,2279,.030315099,1,.0069724,.041768599,.079109602,156400,3,51675,27,.14841998,.019802609,11.960172,10.85273,7.731492,1,1,0,0
1.0599999,1.02,2.3399999,4.5,2,5,11,8.5,1.15,1.05,2.6400001,5.0500002,2,5,11,6.5,0,2,1082,.0112211,1,.0069724,.041768599,.079109602,156400,3,51675,27,.058268853,.019802609,11.960172,10.85273,6.9865665,1,0,1,0
1.2,1.0700001,1.0599999,5,3,,16.5,21,,,,5.0500002,3,,15,18,1,3,462,.051502101,1,.0118201,.0234509,.032754801,179900,3,60286,21,.18232159,.0676587,12.100157,11.006855,6.1355648,1,0,0,1
1.1900001,.87,.94999999,5,2,3,15,33,1.09,1.04,1.01,5.0500002,3,3,15,7.5,0,1,394,.0161641,1,.00026229999,.0139455,.028163699,189300,1,68602,27,.17395335,-.13926207,12.151089,11.136077,5.9763508,1,1,0,0
1.0599999,.94999999,1.02,4.8699999,3,3,15,15.5,.94999999,.94,1.01,5.0500002,2,3,15,11,0,1,952,.023496,1,.015957899,.019735601,.031288698,211400,2,65305,21,.058268853,-.051293306,12.261507,11.086823,6.8585649,1,1,0,0
1.12,1.02,1.0599999,4.75,3,6,16.5,20,1.11,1.01,1.05,5.0500002,3,6,15.5,18,1,3,952,.023496,1,.015957899,.019735601,.031288698,211400,2,65305,21,.11332869,.019802609,12.261507,11.086823,6.8585649,1,0,0,1
1.0599999,.94999999,.94999999,4.25,4,3,16,,1.05,.94,.94,5.0500002,4,3,16,26,0,1,346,.0135326,1,.016090401,.042346701,.073081598,146100,1,48925,29,.058268853,-.051293306,11.892047,10.798044,5.8464389,1,1,0,0
1.12,.88999999,.94999999,5.1199999,3,2,14,11.75,1.13,.91000003,.91000003,5.25,3,2,14,6,0,1,513,.0200091,1,.0013975,.0131476,.039042801,314000,1,82084,26,.11332869,-.11653383,12.657148,11.315498,6.2402759,1,1,0,0
1.12,1.02,1.0599999,5,4,5,19,19,1.11,1.0599999,1.05,5.0500002,3,5,17,12.5,1,3,759,.0593081,1,.0096110003,.018063899,.0180424,318100,2,80548,21,.11332869,.019802609,12.670121,11.296609,6.6320019,1,0,0,1
1.0599999,.94999999,.94999999,5,3,3,16,13.5,1.05,.95999998,.94999999,5.2800002,4,3,16,14,0,1,759,.0593081,1,.0096110003,.018063899,.0180424,318100,2,80548,21,.058268853,-.051293306,12.670121,11.296609,6.6320019,1,1,0,0
.91000003,.85000002,2.3399999,5,3,2,12,12.5,.94999999,.82999998,2.47,5.5,2,2,11,16,0,2,1136,.01643,1,.0060498002,.0207022,.0125,256600,2,72638,21,-.094310649,-.1625189,12.455274,11.193243,7.0352688,1,0,1,0
1.23,.88999999,.88999999,4.6700001,3.5,3,16,13.75,1.11,.88,.88,5.75,3,3,15,22,0,1,852,.086497098,1,.0061889002,.0224756,.0204082,235000,1,71806,26,.20701419,-.11653383,12.367341,11.181724,6.7475867,1,1,0,0
1,.94999999,.88999999,,9,3,17,12.5,1.05,.94999999,.94999999,5.0500002,3,3,17,31.5,0,1,3774,.0159621,1,.043010801,.0379497,.052835099,247900,1,65431,21,0,-.051293306,12.420781,11.088752,8.2358904,1,1,0,0
1.12,.91000003,.99000001,4.75,4,,11.5,9.5,.94999999,.94999999,.88999999,,,,,,1,3,5660,.075483397,1,.12947901,.0466379,.073821403,283100,2,72920,21,.11332869,-.094310649,12.553555,11.197118,8.6411791,1,0,0,1
1.0599999,1,1.0599999,4.8000002,5,4,16,18,1.05,.99000001,1.05,5.0500002,4.5,4,16,16,0,1,5660,.075483397,1,.12947901,.0466379,.073821403,283100,2,72920,21,.058268853,0,12.553555,11.197118,8.6411791,1,1,0,0
1.02,.85000002,.85000002,5,4,4,15,19,.94,.77999997,.83999997,5.0500002,2,4,15,21.25,1,1,2868,.050700799,1,.041444201,.036067799,.0987546,129900,6,51022,6,.019802609,-.1625189,11.77452,10.840013,7.96137,1,1,0,0
1.02,.91000003,.91000003,4.5,4,4,16,16.5,1.01,1.01,.94,5.0500002,3,4,16,12,1,3,2868,.050700799,1,.041444201,.036067799,.0987546,129900,6,51022,6,.019802609,-.094310649,11.77452,10.840013,7.96137,1,0,0,1
1.12,,.94999999,4.75,3,2,11.5,8.5,1.02,1.01,.94,5.0500002,3,2,11.5,9.5,1,3,2868,.050700799,1,.041444201,.036067799,.0987546,129900,6,51022,6,.11332869,,11.77452,10.840013,7.96137,1,0,0,1
1.0599999,.93000001,.88,4.25,4,3,16,20,1.09,.94,.93000001,5.0500002,5,3,16,17,1,1,1672,.0671423,1,.1058741,.062553003,.060071401,114800,4,43470,6,.058268853,-.072570682,11.650947,10.679827,7.4217758,1,1,0,0
.94999999,.79000002,2.3399999,4.25,4,4,11,6,.94,.73000002,2.3199999,5.0500002,2,4,10.5,5,1,2,1672,.0671423,1,.1058741,.062553003,.060071401,114800,4,43470,6,-.051293306,-.2357223,11.650947,10.679827,7.4217758,1,0,1,0
1.02,.94999999,.94999999,4.25,2,6,16,8,1.01,1.01,2,5.0500002,2,6,15,8,1,3,1672,.0671423,1,.1058741,.062553003,.060071401,114800,4,43470,6,.019802609,-.051293306,11.650947,10.679827,7.4217758,1,0,0,1
.94999999,.86000001,.94999999,5,3,2,11.5,14.5,1,.83999997,2.3499999,5.25,3,2,12.5,24,0,4,7144,.015996801,1,.2013907,.053199001,.057363201,109700,2,45443,2,-.051293306,-.15082288,11.605505,10.724214,8.8740282,1,0,0,0
,,,4.75,3,3,16,12,1.01,1.01,.94,5.0500002,3,3,15,13,1,3,1938,.036391798,1,.039983399,.0287831,.047650799,110200,7,48574,6,,,11.610052,10.790844,7.5694118,1,0,0,1
1.0599999,.94999999,2.77,4.25,2,4,10,10.5,1.09,.89999998,2.75,5.0500002,3,4,10,9,0,2,1938,.036391798,1,.039983399,.0287831,.047650799,110200,7,48574,6,.058268853,-.051293306,11.610052,10.790844,7.5694118,1,0,1,0
1.0599999,.92000002,.89999998,4.25,3,3,16,15,1.08,.94,.83999997,5.0500002,3,3,18,29,0,1,2325,.041600801,1,.039983399,.0287831,.047650799,110200,6,48574,6,.058268853,-.083381593,11.610052,10.790844,7.7514753,1,1,0,0
1.02,.88999999,.91000003,4.6199999,3,3,16,17,1.04,.93000001,.95999998,5.0500002,5,3,16.25,17.5,0,1,1938,.036391798,1,.039983399,.0287831,.047650799,110200,7,48574,6,.019802609,-.11653383,11.610052,10.790844,7.5694118,1,1,0,0
.94999999,.86000001,.94999999,4.5500002,3,2,11.5,14,1,.85000002,.94,5.0999999,3,2,11.5,13,0,4,1938,.036391798,1,.039983399,.0287831,.047650799,110200,7,48574,6,-.051293306,-.15082288,11.610052,10.790844,7.5694118,1,0,0,0
.94999999,.74000001,2.3399999,4.75,2,4,10.5,13,.94999999,.85000002,2.3199999,5.0500002,2,4,12,9.5,1,2,877,.0431187,1,.20104299,.068489797,.094656304,110900,3,41440,5,-.051293306,-.30110508,11.616385,10.632002,6.7765069,1,0,1,0
1.0599999,.93000001,.93000001,4.8699999,5,,17,19.75,,,,5.0500002,3,,17,27.5,1,1,877,.0431187,1,.20104299,.068489797,.094656304,110900,3,41440,5,.058268853,-.072570682,11.616385,10.632002,6.7765069,1,1,0,0
1.0599999,.94999999,1.0599999,4.25,3,3,16.5,13.5,1.08,1.02,.87,5.0500002,3,3,17.5,11.25,0,1,2932,.044634901,1,.1095007,.0659936,.086792603,88300,3,40050,6,.058268853,-.051293306,11.388495,10.597884,7.9834399,1,1,0,0
.94999999,.69,1.5,4.4499998,3,4,10,7,.94,.73000002,2.3199999,5.0500002,4,4,11,11.5,1,2,2482,.035721499,1,.1095007,.0659936,.086792603,88300,3,40050,6,-.051293306,-.37106368,11.388495,10.597884,7.8168201,1,0,1,0
1.02,.94999999,.94999999,4.5,4,3,15,17,,.89999998,,5.0500002,4,3,15,19.5,0,1,1103,.032312199,1,.045875099,.046534099,.065689497,98000,1,42176,11,.019802609,-.051293306,11.492723,10.649607,7.0057888,1,1,0,0
1.0599999,.88999999,.91000003,4.5,3,3,16,15,.93000001,.83999997,.93000001,5.0500002,3,3,16,25,0,1,1666,.062187798,1,.19536661,.1388848,.098517202,95700,4,39672,11,.058268853,-.11653383,11.468973,10.588401,7.4181809,1,1,0,0
1.0599999,.94999999,2.77,4.25,3,5,10.5,7.5,1.05,.94,2.75,5.0500002,3,5,10.5,11,0,2,1666,.062187798,1,.19536661,.1388848,.098517202,95700,4,39672,11,.058268853,-.051293306,11.468973,10.588401,7.4181809,1,0,1,0
.94999999,.70999998,.94999999,4.25,2,2,11.5,11,1,.85000002,.94,5.3000002,2,2,10.5,13,0,4,1666,.062187798,1,.19536661,.1388848,.098517202,95700,4,39672,11,-.051293306,-.34249035,11.468973,10.588401,7.4181809,1,0,0,0
1.0599999,.91000003,.94999999,4.5,3,5,16,12,1.01,1.01,.94,5.0500002,3,5,16,9.5,1,3,3684,.065927997,1,.0026281001,.084903702,.1666981,64700,1,35682,6,.058268853,-.094310649,11.077517,10.482402,8.2117548,1,0,0,1
.94999999,.92000002,.94999999,4.8000002,3,2,16,17.5,1,.83999997,2.6900001,5.0500002,3,2,16,20.5,0,4,4215,.024914701,1,.0108808,.0434402,.098886997,88800,2,39207,6,-.051293306,-.083381593,11.394142,10.576611,8.346405,1,0,0,0
1.02,.88,.91000003,4.25,3,,16,25,,,,,,,,,0,1,4215,.024914701,1,.0108808,.0434402,.098886997,88800,2,39207,6,.019802609,-.12783338,11.394142,10.576611,8.346405,1,1,0,0
1.0599999,.91000003,.79000002,4.25,3,,16,9,,,,,0,,,0,1,3,2868,.050700799,1,.029206401,.0259011,.0387564,138700,2,54981,6,.058268853,-.094310649,11.840069,10.914743,7.96137,1,0,0,1
1.02,.85000002,.85000002,5,4,3,14.5,19,1.05,,.83999997,5.0500002,4,3,14.5,22.5,0,1,2868,.050700799,1,.029206401,.0259011,.0387564,138700,2,54981,6,.019802609,-.1625189,11.840069,10.914743,7.96137,1,1,0,0
1.1799999,1.0599999,,5.25,5,5,24,43,1.22,1.05,1.05,5.0500002,5,5,24,41.5,0,3,292,.0339122,1,.0550422,.073561899,.068142198,96300,2,39345,1,.16551439,.058268853,11.475224,10.580124,5.676754,1,0,0,1
1,.85000002,.88,,2,3,16,14.5,1.05,.83999997,.87,5.0500002,2,3,16,14.5,0,1,292,.0339122,1,.0550422,.073561899,.068142198,96300,3,39345,1,0,-.1625189,11.475224,10.580124,5.676754,1,1,0,0
